EmployeeID,HireDate,ExitDate,EmploymentStatus,EmploymentType,Age,Gender,MaritalStatus,StateOfOrigin,Education,EducationField,Department,JobLevel,YearsAtCompany,YearsInRole,TotalWorkingYears,YearsSinceLastPromotion,NumberOfPromotions,MonthlyIncome,SalaryBand,LastSalaryIncreasePct,BonusReceived,PerformanceRating,TrainingTimesLastYear,TargetsMetPct,JobSatisfaction,WorkLifeBalance,ManagerRelationship,EnvironmentSatisfaction,EngagementScore,DistanceFromHome,OvertimeFrequency,BusinessTravel,RemoteWorkOption,Attrition,Reason_for_Leaving
EMP-00105,4/3/2015,12/6/2017,Resigned,Permanent,31,Female,Married,Abia,3,Information Technology,Institutional Banking Department,2,9.7,7.8,9.7,4.9,0,725075,Junior,3.8,No,3,5,89.8,3,1,3,3,58,347,Rarely,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00106,4/4/2015,,Active,Permanent,30,Male,Single,Oyo,2,Mathematics,Central Operations Department,2,9.7,0.9,9.7,1.3,0,536523,Junior,3.6,No,3,3,89.4,1,3,3,4,67,73,Sometimes,No Travel,No,No,
EMP-00107,4/5/2015,6/27/2016,Resigned,Permanent,30,Male,Divorced,Osun,3,Engineering,Corporate Banking Department,2,9.7,3.2,9.7,2.1,0,762025,Junior,14.8,Yes,2,3,52.0,2,3,3,4,75,482,Never,Occasional,No,Yes,ACADEMICS
EMP-00108,4/7/2015,,Active,Permanent,33,Male,Married,Kwara,3,Finance,Branch Operations Department,3,9.7,4.1,9.7,2.7,3,1391759,Mid,14.5,No,3,3,78.6,4,3,3,4,86,222,Sometimes,Frequent,No,No,
EMP-00109,4/8/2015,7/1/2015,Resigned,Permanent,29,Male,Married,Ogun,4,Computer Science,Legal Department,3,9.7,1.8,9.7,4.8,1,1227704,Mid,4.6,No,4,2,93.0,3,1,3,4,72,70,Sometimes,No Travel,No,Yes,ENTREPRENEURSHIP
EMP-00110,4/11/2015,,Active,Permanent,26,Female,Single,Abuja (FCT),3,Accounting,Branch Operations Department,2,9.7,7.3,9.7,2.3,0,724997,Junior,14.1,No,4,0,97.1,3,2,4,3,76,567,Sometimes,No Travel,No,No,
EMP-00111,4/11/2015,7/4/2021,Resigned,Contract,25,Female,Single,Ebonyi,2,Economics,Internal Audit Department,1,9.7,1.3,9.7,3.9,0,176804,Contract,2.3,No,2,0,51.7,2,3,3,2,66,468,Sometimes,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00112,4/12/2015,,Active,Permanent,38,Female,Married,Oyo,4,Law,Public Sector Department,4,9.7,0.9,14.0,3.0,2,2055564,Senior,13.6,Yes,4,3,90.3,3,3,3,3,74,114,Sometimes,Frequent,No,No,
EMP-00113,4/13/2015,,Active,Permanent,41,Female,Married,Abuja (FCT),4,Finance,SME Banking Department,4,9.7,2.4,15.5,5.3,3,2829197,Senior,11.6,No,4,2,99.8,3,4,2,3,73,478,Often,Occasional,No,No,
EMP-00114,4/13/2015,,Active,Permanent,50,Female,Married,Cross River,4,Accounting,Internal Control & Anti-Fraud Unit,4,9.7,8.4,16.9,4.4,4,3141455,Senior,13.7,Yes,3,2,79.1,4,3,4,2,86,259,Often,Occasional,No,No,
EMP-00115,4/16/2015,,Active,Permanent,30,Male,Married,Abuja (FCT),3,Banking & Finance,Institutional Banking Department,2,9.7,1.3,9.7,2.6,0,775261,Junior,8.7,Yes,3,2,86.8,4,4,4,2,87,583,Never,Occasional,Yes,No,
EMP-00116,4/16/2015,,Active,Permanent,34,Female,Married,Rivers,3,Finance,Credit Administration Department,2,9.7,6.7,10.7,2.0,1,614183,Junior,10.3,Yes,4,4,91.2,4,1,4,3,71,370,Sometimes,Occasional,No,No,
EMP-00117,4/16/2015,11/3/2018,Retired,Permanent,57,Male,Married,Ogun,4,Economics,Digital Banking Department,5,9.7,4.2,9.9,3.9,4,5633520,Executive,8.3,Yes,4,4,89.8,2,3,3,2,60,83,Sometimes,Occasional,Yes,Yes,RETIREMENT
EMP-00118,4/17/2015,,Active,Permanent,29,Female,Divorced,Abuja (FCT),3,Finance,Commercial Banking Department,2,9.7,2.2,9.7,3.1,1,761689,Junior,5.9,No,3,4,87.2,3,4,3,4,83,483,Rarely,Frequent,Yes,No,
EMP-00119,4/17/2015,,Active,Permanent,44,Male,Married,Anambra,3,Accounting,Regulatory Compliance Department,3,9.7,5.9,10.9,3.3,1,821536,Mid,3.2,Yes,3,3,85.6,4,3,3,3,83,698,Rarely,Occasional,No,No,
EMP-00120,4/18/2015,,Active,Permanent,29,Male,Married,Lagos,4,Accounting,Human Resources & Talent Management,2,9.7,5.2,9.7,2.4,1,684566,Junior,4.3,Yes,3,3,70.4,4,4,2,3,80,46,Often,No Travel,No,No,
EMP-00121,4/18/2015,1/13/2021,Resigned,Permanent,28,Male,Single,Jigawa,3,Engineering,SME Banking Department,2,9.7,7.1,9.7,4.9,0,797393,Junior,11.0,No,3,2,81.2,2,2,4,2,62,647,Never,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00122,4/18/2015,10/14/2017,Resigned,Permanent,26,Male,Single,Akwa Ibom,3,Computer Science,Credit Administration Department,2,9.7,1.5,9.7,4.6,0,731362,Junior,3.8,Yes,1,3,29.5,4,4,3,3,89,463,Sometimes,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00123,4/19/2015,,Active,Permanent,35,Female,Married,Lagos,3,Business Administration,International Remittances Department,3,9.7,0.8,11.8,1.3,2,1322485,Mid,10.0,No,4,2,95.6,2,2,4,3,71,12,Never,Occasional,Yes,No,
EMP-00124,4/20/2015,,Active,Contract,33,Female,Single,Anambra,3,Engineering,Data Analytics & Business Intelligence,1,9.7,8.0,9.8,5.2,0,426014,Contract,4.5,No,2,0,64.4,3,3,2,2,67,247,Sometimes,No Travel,Yes,No,
EMP-00125,4/20/2015,3/25/2021,Resigned,Permanent,31,Female,Married,Abuja (FCT),3,Accounting,Private Banking & Wealth Management,2,9.7,6.3,9.7,3.7,1,600353,Junior,3.3,No,3,3,74.0,2,3,3,2,65,555,Rarely,No Travel,No,Yes,CAREER PROGRESSION
EMP-00126,4/20/2015,,Active,Permanent,41,Male,Married,Ogun,4,Business Administration,Information & Cyber Security Department,4,9.7,1.7,16.5,0.2,2,1665201,Senior,14.1,Yes,2,1,64.5,2,3,4,2,70,92,Often,No Travel,Yes,No,
EMP-00127,4/21/2015,,Active,Contract,33,Male,Married,Enugu,3,Engineering,Corporate Communications & Marketing,1,9.7,3.2,9.7,0.6,0,206196,Contract,2.7,No,2,0,62.2,2,3,2,4,72,368,Sometimes,No Travel,No,No,
EMP-00128,4/21/2015,,Active,Permanent,38,Male,Married,Ebonyi,4,Information Technology,Branch Operations Department,3,9.7,2.9,13.3,3.1,2,808981,Mid,7.8,No,4,1,99.0,3,2,3,3,73,494,Sometimes,Frequent,No,No,
EMP-00129,4/22/2015,6/6/2016,Resigned,Permanent,35,Male,Married,Cross River,3,Banking & Finance,Retail Banking Department,2,9.7,4.5,11.7,5.3,0,682177,Junior,10.1,Yes,1,2,24.1,1,3,1,4,59,662,Rarely,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00130,4/24/2015,,Active,Permanent,30,Male,Married,Rivers,4,Banking & Finance,Foreign Exchange (FX) Operations,3,9.7,8.3,9.7,3.6,3,1237513,Mid,10.1,Yes,3,3,83.6,3,2,2,4,68,796,Sometimes,Occasional,No,No,
EMP-00131,4/26/2015,,Active,Permanent,36,Male,Divorced,Rivers,3,Mathematics,Asset Management Department,2,9.7,1.0,11.6,1.5,1,630223,Junior,14.9,No,4,3,94.4,2,3,4,2,70,494,Rarely,Occasional,No,No,
EMP-00132,4/26/2015,,Active,Permanent,34,Male,Married,Rivers,4,Banking & Finance,Information & Cyber Security Department,3,9.7,4.4,10.7,0.1,1,822449,Mid,12.4,No,3,2,85.7,4,1,1,4,62,267,Often,Occasional,Yes,No,
EMP-00133,4/27/2015,,Active,Permanent,28,Female,Single,Zamfara,4,Economics,Information Technology (IT) Department,3,9.7,4.4,9.7,4.7,1,1495269,Mid,9.0,No,3,2,82.8,3,4,4,3,92,213,Never,No Travel,Yes,No,
EMP-00134,4/28/2015,,Active,Permanent,38,Male,Married,Rivers,4,Mathematics,Regulatory Compliance Department,3,9.7,1.4,11.2,2.8,2,1423540,Mid,3.3,No,2,1,66.3,3,1,3,3,58,303,Sometimes,No Travel,No,No,
EMP-00135,4/29/2015,8/31/2019,Resigned,Permanent,34,Female,Married,Oyo,3,Economics,Finance & Corporate Strategy Department,2,9.7,5.4,10.4,0.6,0,580730,Junior,13.8,Yes,3,2,79.4,1,2,1,3,42,84,Rarely,Occasional,Yes,Yes,CAREER PROGRESSION
EMP-00136,4/29/2015,10/29/2024,Resigned,Permanent,32,Male,Single,Abia,4,Law,Customer Service / Customer Experience Department,2,9.7,8.1,9.7,1.5,0,731352,Junior,9.5,Yes,4,1,97.1,3,4,3,4,85,189,Never,No Travel,No,Yes,PERSONAL REASONS
EMP-00137,4/29/2015,,Active,Permanent,36,Female,Married,Rivers,3,Engineering,Retail Banking Department,2,9.7,3.7,10.6,2.1,0,560664,Junior,9.8,Yes,2,3,50.4,4,3,4,3,88,683,Never,No Travel,No,No,
EMP-00138,4/29/2015,,Active,Permanent,30,Male,Single,Edo,3,Computer Science,Core Banking Applications Support,2,9.7,1.4,9.7,1.5,1,641503,Junior,8.0,Yes,3,2,78.5,3,1,3,2,53,653,Sometimes,Occasional,No,No,
EMP-00139,4/30/2015,11/2/2019,Resigned,Permanent,35,Male,Married,Abuja (FCT),3,Finance,Commercial Banking Department,2,9.7,7.9,11.0,5.0,1,774837,Junior,7.3,Yes,2,3,63.4,3,3,1,3,64,475,Often,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00140,5/1/2015,,Active,Permanent,30,Female,Married,Lagos,3,Accounting,Information Technology (IT) Department,3,9.7,1.3,9.7,2.2,1,1349721,Mid,6.9,No,3,5,88.1,2,4,3,1,58,39,Sometimes,No Travel,Yes,No,
EMP-00141,5/1/2015,,Active,Contract,25,Female,Single,Kaduna,3,Economics,Information Technology (IT) Department,1,9.7,7.4,9.7,3.4,0,263181,Contract,2.1,No,3,0,80.3,4,3,2,1,64,448,Often,Occasional,Yes,No,
EMP-00142,5/1/2015,12/20/2017,Resigned,Permanent,51,Male,Married,Imo,5,Banking & Finance,Procurement & Supply Chain Department,4,9.7,4.5,21.7,5.0,3,2350357,Senior,13.5,Yes,3,4,86.7,3,1,2,1,45,618,Often,Occasional,No,Yes,PERSONAL REASONS
EMP-00143,5/2/2015,,Active,Permanent,48,Female,Married,Rivers,5,Mathematics,Asset Management Department,4,9.7,5.7,20.4,5.9,3,3108403,Senior,7.8,No,4,3,90.3,3,3,3,3,73,342,Sometimes,Frequent,No,No,
EMP-00144,5/3/2015,,Active,Permanent,37,Male,Married,Katsina,3,Accounting,Digital Banking Department,2,9.7,3.6,11.3,4.3,1,609869,Junior,13.7,No,2,1,60.7,4,2,3,3,78,451,Sometimes,No Travel,Yes,No,
EMP-00145,5/5/2015,,Active,Permanent,42,Female,Single,Abuja (FCT),5,Accounting,Risk Management Department,3,9.7,1.3,13.7,4.7,3,1159783,Mid,8.3,No,4,4,92.3,3,3,3,3,74,560,Sometimes,Occasional,No,No,
EMP-00146,5/6/2015,,Active,Permanent,37,Male,Married,Abia,3,Others,Central Operations Department,4,9.7,5.1,10.4,0.2,2,3079123,Senior,11.0,Yes,3,2,75.7,3,3,2,3,68,233,Often,Frequent,No,No,
EMP-00147,5/7/2015,,Active,Permanent,26,Male,Single,Oyo,2,Accounting,Credit Administration Department,2,9.7,1.7,9.7,1.1,0,631960,Junior,7.0,No,2,3,64.1,3,1,3,2,55,103,Rarely,Occasional,Yes,No,
EMP-00148,5/8/2015,,Active,Permanent,31,Male,Married,Rivers,4,Business Administration,Credit Administration Department,3,9.7,1.5,9.7,1.0,3,801082,Mid,13.3,No,2,3,68.6,4,2,4,3,78,501,Sometimes,Occasional,No,No,
EMP-00149,5/8/2015,,Active,Permanent,37,Male,Married,Abuja (FCT),4,Economics,Core Banking Applications Support,4,9.7,1.0,10.3,5.9,3,3321661,Senior,4.5,Yes,3,3,72.5,1,3,3,1,52,549,Sometimes,Occasional,No,No,
EMP-00150,5/8/2015,,Active,Permanent,30,Female,Married,Ogun,3,Business Administration,Commercial Banking Department,2,9.7,6.7,9.7,0.1,1,673420,Junior,6.2,Yes,2,1,56.2,4,3,3,3,84,119,Sometimes,Occasional,No,No,
EMP-00151,5/8/2015,,Active,Permanent,36,Male,Married,Oyo,3,Statistics,Treasury & Markets Department,2,9.7,6.6,10.2,4.6,1,779747,Junior,9.5,No,3,1,74.5,3,1,3,4,73,118,Often,No Travel,Yes,No,
EMP-00152,5/9/2015,,Active,Permanent,56,Male,Married,Lagos,4,Accounting,Internal Audit Department,5,9.6,7.4,20.6,2.6,5,5427124,Executive,8.7,No,3,4,78.6,2,4,3,2,72,56,Sometimes,Occasional,No,No,
EMP-00153,5/10/2015,,Active,Permanent,39,Male,Married,Lagos,4,Business Administration,Public Sector Department,4,9.6,4.9,14.4,0.9,3,3216877,Senior,5.8,No,3,1,80.7,2,3,3,4,77,26,Sometimes,Occasional,No,No,
EMP-00154,5/10/2015,7/1/2020,Resigned,Permanent,36,Female,Married,Oyo,3,Accounting,SME Banking Department,3,9.6,1.8,11.4,2.8,1,1248052,Mid,13.9,No,4,1,89.1,4,3,1,3,66,101,Often,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-00155,5/10/2015,12/26/2024,Resigned,Permanent,36,Male,Married,Lagos,3,Business Administration,Internal Audit Department,3,9.6,6.9,12.0,3.2,2,1135681,Mid,7.4,No,3,1,79.8,3,1,3,4,68,2,Often,Occasional,No,Yes,BETTER OPPORTUNITY
EMP-00156,5/11/2015,,Active,Contract,31,Female,Single,Abuja (FCT),2,Accounting,Treasury & Markets Department,1,9.6,1.4,9.6,4.0,0,195520,Contract,3.1,No,1,1,41.0,3,3,4,4,84,510,Sometimes,Occasional,No,No,
EMP-00157,5/12/2015,,Active,Permanent,29,Female,Divorced,Delta,2,Information Technology,Information & Cyber Security Department,2,9.6,5.3,9.6,6.0,1,699803,Junior,13.2,No,3,0,83.8,3,2,1,1,42,577,Always,Occasional,Yes,No,
EMP-00158,5/12/2015,,Active,Permanent,33,Female,Married,Osun,4,Information Technology,Corporate Banking Department,3,9.6,2.9,9.9,3.9,2,1394515,Mid,3.2,Yes,4,3,95.7,4,1,3,4,72,782,Often,Occasional,No,No,
EMP-00159,5/13/2015,9/11/2018,Resigned,Contract,29,Male,Single,Enugu,1,Computer Science,Agricultural Finance Department,1,9.6,1.1,9.6,1.0,0,218812,Contract,2.3,No,2,0,57.0,3,4,3,3,79,625,Rarely,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00160,5/13/2015,8/4/2015,Resigned,Permanent,50,Male,Married,Jigawa,4,Statistics,Information Technology (IT) Department,4,9.6,5.6,9.9,4.5,3,2214564,Senior,6.5,Yes,3,4,85.8,1,3,4,2,64,709,Often,Occasional,Yes,Yes,ACADEMICS
EMP-00161,5/14/2015,,Active,Permanent,33,Male,Married,Kano,3,Computer Science,Commercial Banking Department,3,9.6,6.1,9.9,5.6,1,1310926,Mid,5.8,Yes,4,3,90.0,3,3,3,3,71,546,Never,Occasional,No,No,
EMP-00162,5/14/2015,,Active,Permanent,29,Male,Single,Adamawa,2,Accounting,Corporate Banking Department,2,9.6,5.9,9.6,0.0,0,635148,Junior,3.1,Yes,2,3,50.1,3,1,3,3,62,207,Rarely,No Travel,No,No,
EMP-00163,5/15/2015,,Active,Permanent,25,Female,Single,Enugu,4,Banking & Finance,Customer Service / Customer Experience Department,2,9.6,7.8,9.6,5.7,0,555597,Junior,5.3,Yes,4,1,96.8,3,3,2,3,68,616,Sometimes,No Travel,No,No,
EMP-00164,5/15/2015,,Active,Permanent,35,Male,Married,Lagos,3,Information Technology,Corporate Banking Department,2,9.6,4.8,11.3,4.1,1,614944,Junior,11.5,Yes,4,1,88.3,2,4,3,3,76,5,Often,No Travel,No,No,
EMP-00165,5/17/2015,,Active,Permanent,26,Male,Married,Oyo,4,Finance,Private Banking & Wealth Management,2,9.6,3.8,9.6,5.8,1,535572,Junior,10.3,No,2,1,64.0,3,3,2,1,55,93,Sometimes,Occasional,Yes,No,
EMP-00166,5/18/2015,,Active,Permanent,25,Male,Single,Rivers,4,Economics,Commercial Banking Department,2,9.6,1.3,9.6,1.9,0,771896,Junior,10.9,No,4,1,96.1,4,3,4,3,87,601,Sometimes,Frequent,No,No,
EMP-00167,5/19/2015,,Active,Permanent,35,Male,Married,Bauchi,4,Finance,Data Analytics & Business Intelligence,4,9.6,8.1,11.6,0.6,3,1551986,Senior,9.3,Yes,2,1,64.8,3,1,1,4,54,544,Sometimes,Occasional,Yes,No,
EMP-00168,5/22/2015,,Active,Permanent,35,Male,Single,Kaduna,4,Accounting,Risk Management Department,4,9.6,6.7,10.8,3.4,3,2162038,Senior,11.3,No,4,2,91.8,1,4,2,2,52,787,Often,Occasional,No,No,
EMP-00169,5/23/2015,,Active,Permanent,44,Male,Married,Edo,4,Law,Treasury & Markets Department,3,9.6,3.3,12.1,0.6,3,1426266,Mid,9.9,No,4,2,89.9,3,3,4,3,78,559,Sometimes,Occasional,No,No,
EMP-00170,5/25/2015,,Active,Permanent,49,Female,Married,Kwara,3,Accounting,Treasury & Markets Department,4,9.6,5.8,17.3,3.9,2,3377246,Senior,11.4,Yes,3,2,88.2,3,3,4,3,77,338,Sometimes,Occasional,No,No,
EMP-00171,5/28/2015,,Active,Permanent,31,Female,Single,Abia,3,Information Technology,Corporate Banking Department,2,9.6,6.3,9.6,2.6,1,752915,Junior,6.0,Yes,3,2,86.4,3,3,3,2,66,228,Sometimes,No Travel,No,No,
EMP-00172,5/28/2015,,Active,Permanent,36,Female,Married,Oyo,3,Business Administration,Clearing & Settlement Department,4,9.6,1.1,9.6,1.6,4,1872429,Senior,7.3,Yes,3,3,76.2,3,3,2,2,58,43,Sometimes,Occasional,Yes,No,
EMP-00173,5/29/2015,,Active,Contract,32,Male,Single,Lagos,3,Statistics,Branch Operations Department,1,9.6,4.9,9.6,2.5,0,242663,Contract,1.5,No,3,1,87.3,4,3,3,3,77,27,Never,Occasional,No,No,
EMP-00174,5/30/2015,12/16/2016,Resigned,Contract,22,Male,Single,Lagos,3,Accounting,Core Banking Applications Support,1,9.6,1.3,9.6,3.8,0,172061,Contract,1.9,No,3,1,72.3,4,2,4,3,81,40,Rarely,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00175,5/31/2015,,Active,Permanent,43,Male,Divorced,Rivers,3,Economics,Commercial Banking Department,3,9.6,8.0,13.2,3.3,2,1427326,Mid,14.0,Yes,4,5,99.2,3,2,3,1,53,397,Often,No Travel,No,No,
EMP-00176,5/31/2015,,Active,Contract,28,Male,Married,Lagos,1,Business Administration,Branch Operations Department,1,9.6,3.6,9.6,0.3,0,179692,Contract,4.5,No,1,0,34.7,3,3,3,3,73,44,Rarely,Occasional,No,No,
EMP-00177,6/1/2015,,Active,Permanent,48,Female,Single,Rivers,4,Engineering,Risk Management Department,4,9.6,4.7,12.2,2.5,4,1721099,Senior,5.8,Yes,4,2,99.8,3,2,4,3,77,481,Often,No Travel,No,No,
EMP-00178,6/1/2015,4/5/2021,Resigned,Permanent,26,Male,Single,Lagos,3,Accounting,Data Analytics & Business Intelligence,2,9.6,8.4,9.6,5.1,0,577017,Junior,11.7,No,3,5,73.3,3,3,3,2,67,39,Sometimes,Occasional,Yes,Yes,CAREER PROGRESSION
EMP-00179,6/2/2015,,Active,Permanent,30,Male,Single,Nasarawa,2,Banking & Finance,Retail Banking Department,2,9.6,1.0,9.6,4.3,0,731360,Junior,8.7,No,3,3,85.5,3,3,2,3,70,176,Rarely,No Travel,No,No,
EMP-00180,6/2/2015,,Active,Permanent,36,Male,Married,Kano,3,Business Administration,Commercial Banking Department,2,9.6,7.6,11.5,2.5,0,543634,Junior,12.9,No,3,4,71.6,2,3,3,3,73,645,Often,No Travel,No,No,
EMP-00181,6/3/2015,,Active,Permanent,31,Male,Single,Kaduna,3,Accounting,Public Sector Department,2,9.6,6.5,9.6,0.5,0,593558,Junior,3.0,No,3,1,79.9,4,4,4,2,87,698,Rarely,No Travel,No,No,
EMP-00182,6/4/2015,,Active,Permanent,25,Male,Single,Gombe,3,Business Administration,Public Sector Department,2,9.6,5.4,9.6,4.4,1,732033,Junior,10.8,Yes,3,2,84.3,4,3,3,4,85,717,Sometimes,Occasional,No,No,
EMP-00183,6/4/2015,3/5/2020,Resigned,Permanent,37,Male,Married,Akwa Ibom,3,Statistics,Human Resources & Talent Management,2,9.6,2.4,12.4,3.8,0,792098,Junior,7.3,No,3,3,74.3,2,3,4,2,73,710,Rarely,No Travel,Yes,Yes,HEALTH REASONS
EMP-00184,6/5/2015,,Active,Permanent,29,Male,Married,Anambra,3,Computer Science,Cash Management & Vault Operations,3,9.6,6.8,9.6,2.1,1,1488423,Mid,12.6,Yes,4,1,88.4,2,3,3,3,65,605,Never,No Travel,No,No,
EMP-00185,6/6/2015,8/31/2016,Resigned,Permanent,44,Male,Single,Ekiti,5,Business Administration,Corporate Banking Department,3,9.6,1.2,20.3,0.1,2,948388,Mid,8.5,No,4,1,96.0,4,3,1,3,73,610,Often,Occasional,No,Yes,ACADEMICS
EMP-00186,6/6/2015,4/18/2023,Resigned,Permanent,32,Male,Married,Kaduna,3,Engineering,Legal Department,2,9.6,7.3,9.6,0.8,0,757023,Junior,4.9,Yes,4,2,95.0,3,2,4,4,84,362,Rarely,No Travel,No,Yes,ACADEMICS
EMP-00187,6/8/2015,,Active,Permanent,46,Male,Divorced,Rivers,4,Accounting,Customer Service / Customer Experience Department,4,9.6,6.4,13.4,2.7,2,3250700,Senior,13.7,No,3,5,86.3,4,3,2,2,65,651,Always,Occasional,No,No,
EMP-00188,6/9/2015,9/27/2024,Resigned,Permanent,44,Male,Married,Abuja (FCT),3,Accounting,Customer Service / Customer Experience Department,3,9.6,5.3,9.8,3.2,2,1254788,Mid,7.4,Yes,4,0,95.0,3,2,2,1,48,549,Never,Occasional,No,Yes,CAREER PROGRESSION
EMP-00189,6/10/2015,,Active,Permanent,44,Male,Married,Jigawa,4,Information Technology,Branch Operations Department,4,9.6,7.4,17.2,4.1,3,2593164,Senior,4.4,No,4,2,89.4,2,1,3,4,62,200,Always,No Travel,Yes,No,
EMP-00190,6/11/2015,,Active,Permanent,36,Female,Married,Oyo,2,Statistics,Regulatory Compliance Department,2,9.6,0.5,12.4,1.3,0,606393,Junior,12.4,Yes,1,2,29.4,2,4,1,3,58,67,Always,No Travel,No,No,
EMP-00191,6/11/2015,,Active,Contract,23,Female,Single,Ogun,3,Business Administration,Branch Operations Department,1,9.6,4.3,9.6,4.1,0,223124,Contract,4.7,No,4,0,90.5,3,3,4,1,66,55,Rarely,No Travel,No,No,
EMP-00192,6/12/2015,,Active,Permanent,37,Female,Married,Oyo,3,Business Administration,Commercial Banking Department,2,9.6,7.9,12.7,2.4,1,686807,Junior,8.1,No,3,1,80.4,4,4,2,3,80,111,Never,No Travel,No,No,
EMP-00193,6/13/2015,,Active,Permanent,47,Female,Married,Kano,5,Banking & Finance,Information & Cyber Security Department,4,9.6,2.1,23.3,1.5,3,3189643,Senior,3.4,Yes,2,1,55.6,3,4,3,4,85,379,Often,Occasional,No,No,
EMP-00194,6/13/2015,,Active,Permanent,31,Male,Married,Lagos,3,Engineering,Corporate Banking Department,2,9.6,6.5,9.6,1.8,0,719365,Junior,5.2,Yes,2,2,58.5,4,4,3,3,83,8,Rarely,No Travel,Yes,No,
EMP-00195,6/13/2015,8/4/2021,Resigned,Permanent,31,Female,Married,Edo,3,Engineering,Card Services Department,2,9.6,6.1,9.6,5.7,0,632430,Junior,10.8,Yes,2,2,56.2,2,2,3,2,56,735,Never,Occasional,Yes,Yes,CAREER PROGRESSION
EMP-00196,6/14/2015,12/15/2019,Resigned,Permanent,34,Male,Married,Plateau,3,Mathematics,Corporate Banking Department,2,9.5,6.0,9.5,3.2,0,575205,Junior,4.1,Yes,3,3,85.0,3,4,3,1,64,603,Rarely,No Travel,No,Yes,CAREER PROGRESSION
EMP-00197,6/14/2015,,Active,Contract,30,Female,Single,Ogun,2,Others,SME Banking Department,1,9.5,0.5,9.5,0.7,0,205208,Contract,2.2,No,3,0,74.1,3,3,3,4,83,86,Rarely,No Travel,No,No,
EMP-00198,6/14/2015,,Active,Permanent,48,Male,Married,Abuja (FCT),4,Engineering,Private Banking & Wealth Management,4,9.5,6.7,11.0,3.7,3,2552457,Senior,12.2,Yes,4,1,95.7,3,1,1,4,61,542,Often,Occasional,No,No,
EMP-00199,6/15/2015,11/1/2024,Resigned,Permanent,34,Male,Married,Kogi,3,Accounting,Retail Banking Department,3,9.5,5.5,10.9,1.0,2,1244629,Mid,6.2,Yes,3,2,88.9,2,3,4,3,71,245,Sometimes,Occasional,Yes,Yes,BETTER OPPORTUNITY
EMP-00200,6/18/2015,,Active,Permanent,28,Male,Single,Abuja (FCT),3,Finance,Facilities & Administrative Services,2,9.5,7.7,9.5,3.4,1,527326,Junior,8.0,Yes,1,4,40.2,3,3,3,3,74,498,Often,No Travel,No,No,
EMP-00201,6/18/2015,7/31/2022,Resigned,Permanent,46,Female,Married,Lagos,5,Accounting,Digital Banking Department,5,9.5,6.9,9.9,0.5,5,5211738,Executive,15.3,Yes,4,3,94.8,3,3,3,2,64,44,Rarely,Frequent,No,Yes,CAREER BREAK
EMP-00202,6/18/2015,,Active,Permanent,47,Female,Married,Lagos,3,Computer Science,Public Sector Department,5,9.5,3.4,22.1,6.0,5,7822818,Executive,14.5,Yes,4,3,97.5,3,4,3,3,78,55,Rarely,Occasional,No,No,
EMP-00203,6/20/2015,,Active,Permanent,27,Female,Married,Nasarawa,3,Banking & Finance,Central Operations Department,2,9.5,1.3,9.5,4.8,1,501310,Junior,7.4,No,3,3,88.2,4,3,2,2,67,736,Often,No Travel,No,No,
EMP-00204,6/21/2015,,Active,Permanent,39,Female,Married,Delta,3,Computer Science,Customer Service / Customer Experience Department,3,9.5,4.8,14.6,5.5,1,1281503,Mid,4.2,No,3,1,81.9,4,3,3,4,89,422,Often,Occasional,No,No,
EMP-00205,6/21/2015,4/22/2020,Resigned,Permanent,33,Male,Married,Ogun,4,Accounting,Cash Management & Vault Operations,3,9.5,6.5,9.6,5.3,2,1087871,Mid,11.3,No,3,1,83.4,1,2,2,3,46,62,Sometimes,No Travel,No,Yes,BETTER OPPORTUNITY
EMP-00206,6/22/2015,,Active,Permanent,38,Female,Single,Enugu,4,Mathematics,Institutional Banking Department,4,9.5,4.4,13.0,3.6,2,1946295,Senior,14.9,Yes,3,2,86.6,3,4,3,3,79,191,Sometimes,No Travel,Yes,No,
EMP-00207,6/23/2015,2/17/2018,Resigned,Permanent,38,Female,Married,Abia,3,Finance,Human Resources & Talent Management,4,9.5,5.3,10.4,3.6,3,2616741,Senior,4.6,Yes,4,5,94.8,4,4,4,4,96,463,Often,Frequent,No,Yes,PERSONAL REASONS
EMP-00208,6/23/2015,,Active,Permanent,33,Male,Married,Taraba,4,Information Technology,Treasury & Markets Department,2,9.5,1.2,9.7,4.0,0,681161,Junior,12.4,Yes,2,2,64.6,3,3,4,3,80,452,Rarely,No Travel,No,No,
EMP-00209,6/24/2015,,Active,Permanent,39,Female,Married,Lagos,4,Finance,Retail Banking Department,3,9.5,4.7,12.0,1.3,3,1499444,Mid,10.2,No,2,2,64.8,1,3,3,3,59,46,Sometimes,Occasional,No,No,
